education,branch,skills,interests,career_goal,experience,recommended_career
Undergraduate,Computer Science,"Git,CSS,C++,JavaScript,React",Business,Data Scientist,"2 projects, 1 internships",Software Engineer
Undergraduate,Law/LLB,"Legal Writing,Communication,Law","Government Jobs,Law",Criminal Defense Lawyer,"0 projects, 1 internships",Corporate Lawyer
Undergraduate,Computer Science,"Node.js,Git,SQL,CSS,Java,REST APIs",AI/ML,Data Scientist,"2 projects, 1 internships",Software Engineer
Undergraduate,Commerce/B.Com,"Scrum,Taxation,Financial Accounting","Finance,Government Jobs",Unknown Career,"2 projects, 0 internships",Chartered Accountant
Undergraduate,Law/LLB,"Constitutional Law,Law,Negotiation,Legal Writing,Leadership",Social Impact,Patent Attorney,"1 projects, 0 internships",Corporate Lawyer
Class 12,PCM Stream,"Problem Solving,Communication,Writing","Engineering,Government Jobs,Defence",Research Scientist,"0 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Law/LLB,"Communication,Law,Technical Writing,Leadership",Social Impact,Corporate Lawyer,"1 projects, 1 internships",Corporate Lawyer
Undergraduate,Computer Science,"Algorithms,React,CSS,HTML,C++,Java","Technology,AI/ML",AI/ML Engineer,"0 projects, 0 internships",Software Engineer
Undergraduate,Business/BBA,"Communication,Product Management,Leadership,Project Management","Media,Management,Entrepreneurship",Product Manager,"2 projects, 0 internships",Product Manager
Undergraduate,Science/B.Sc,"Data Analytics,Communication,Statistics,Python,Data Visualization","Research,Finance",Actuarial Analyst,"0 projects, 1 internships",Data Analyst
Undergraduate,Electronics & Communication,"Kubernetes,AWS,Mathematics","Research,Technology",IoT Systems Architect,"1 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Science/B.Sc,"Data Visualization,Pandas,SQL,Data Analytics,Python","Research,Business,Finance",Actuarial Analyst,"2 projects, 1 internships",Data Analyst
Undergraduate,Computer Science,"HTML,Node.js,REST APIs,Data Structures","AI/ML,Business,Technology",DevOps Engineer,"1 projects, 0 internships",Software Engineer
Undergraduate,Business/BBA,"Business Strategy,SEO,Marketing,Leadership,Product Management,Public Speaking",Management,Marketing Manager,"2 projects, 1 internships",Product Manager
Class 12,PCM Stream,"Python,Writing,Chemistry Lab,Mathematics,Communication","Government Jobs,Defence",Defense Officer (Army/Navy/Air Force),"1 projects, 1 internships",Civil Servant (IAS/IPS)
Class 12,PCM Stream,"Communication,Problem Solving,Python,Writing,Mathematics",Engineering,Research Scientist,"0 projects, 1 internships",Civil Servant (IAS/IPS)
Class 12,PCM Stream,"Chemistry Lab,Mathematics,Writing,Problem Solving","Government Jobs,Defence",Defense Officer (Army/Navy/Air Force),"1 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Science/B.Sc,"Mathematics,Pandas,SQL,Communication,Statistics","Business,Finance,Research",Financial Risk Analyst,"0 projects, 0 internships",Data Analyst
Undergraduate,Science/B.Sc,"Data Visualization,Communication,Pandas,Statistics","Business,Technology",Data Analyst,"2 projects, 1 internships",Data Analyst
Undergraduate,Computer Science,"Java,Algorithms,Data Structures,SQL","AI/ML,Business,Technology",DevOps Engineer,"2 projects, 0 internships",Software Engineer
Undergraduate,Business/BBA,"Marketing,SEO,Communication,Product Management","Business,Media",Brand Strategist,"1 projects, 1 internships",Product Manager
Undergraduate,Commerce/B.Com,"Economics,Data Analytics,Taxation,Communication,Scrum",Finance,Unknown Career,"2 projects, 1 internships",Chartered Accountant
Undergraduate,Electronics & Communication,"AWS,Python,Figma,Mathematics","Engineering,Research",Embedded Systems Engineer,"2 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Electronics & Communication,"Physics Lab,Docker,Python,Kubernetes,Linear Algebra","Research,Engineering",VLSI Design Engineer,"2 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Science/B.Sc,"Mathematics,Communication,Statistics",Technology,Data Analyst,"2 projects, 1 internships",Data Analyst
Undergraduate,Business/BBA,"Product Management,Leadership,Project Management,SEO","Entrepreneurship,Management,Media",Product Manager,"2 projects, 1 internships",Product Manager
Undergraduate,Electronics & Communication,"AWS,C++,Physics Lab,Kubernetes",Technology,Network Security Engineer,"0 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Commerce/B.Com,"Taxation,Economics,Data Analytics,Time Management","Finance,Government Jobs,Business",Investment Banker,"1 projects, 0 internships",Chartered Accountant
Undergraduate,Business/BBA,"SEO,Business Strategy,Communication,Leadership",Media,Management Consultant,"0 projects, 0 internships",Product Manager
Undergraduate,Law/LLB,"Leadership,Technical Writing,Public Speaking,Legal Writing","Social Impact,Law,Government Jobs",Public Prosecutor,"2 projects, 1 internships",Corporate Lawyer
Class 12,PCM Stream,"Physics Lab,Chemistry Lab,Python",Engineering,Research Scientist,"1 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Electronics & Communication,"Kubernetes,Figma,Linear Algebra,C++","Research,Technology,Engineering",VLSI Design Engineer,"2 projects, 0 internships",Embedded Systems Engineer
Class 12,PCM Stream,"Problem Solving,Physics Lab,Mathematics","Engineering,Defence",Defense Officer (Army/Navy/Air Force),"2 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Business/BBA,"Leadership,Product Management,SEO,Sales",Entrepreneurship,Marketing Manager,"0 projects, 0 internships",Product Manager
Undergraduate,Science/B.Sc,"SQL,Python,Pandas,Mathematics","Technology,Business,Research",Actuarial Analyst,"0 projects, 0 internships",Data Analyst
Undergraduate,Electronics & Communication,"Docker,Physics Lab,Figma,Linear Algebra,Data Structures",Technology,Network Security Engineer,"0 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Science/B.Sc,"Communication,Data Analytics,NumPy,Data Visualization,Mathematics",Technology,Data Scientist,"1 projects, 0 internships",Data Analyst
Undergraduate,Electronics & Communication,"Physics Lab,Mathematics,Docker,Kubernetes,C++,Linear Algebra","Research,Technology,Engineering",Embedded Systems Engineer,"2 projects, 1 internships",Embedded Systems Engineer
Class 12,PCM Stream,"Communication,Problem Solving,Physics Lab,Mathematics",Engineering,Civil Servant (IAS/IPS),"1 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Commerce/B.Com,"Financial Accounting,Communication,Data Analytics,Economics,Problem Solving",Business,Investment Banker,"0 projects, 0 internships",Chartered Accountant
Undergraduate,Business/BBA,"Leadership,SEO,Business Strategy,Project Management",Entrepreneurship,Marketing Manager,"1 projects, 0 internships",Product Manager
Undergraduate,Electronics & Communication,"Kubernetes,Figma,Data Structures,Physics Lab,Mathematics","Engineering,Technology,Research",Embedded Systems Engineer,"1 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Electronics & Communication,"Python,Kubernetes,Linear Algebra,Docker,AWS",Research,Embedded Systems Engineer,"0 projects, 1 internships",Embedded Systems Engineer
Class 12,PCM Stream,"Python,Mathematics,Writing","Government Jobs,Research,Defence",Civil Servant (IAS/IPS),"1 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Electronics & Communication,"Linear Algebra,Data Structures,Mathematics,Kubernetes",Research,Network Security Engineer,"0 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Commerce/B.Com,"Taxation,Time Management,Problem Solving,Communication,SQL,Data Analytics","Government Jobs,Business,Finance",Investment Banker,"1 projects, 1 internships",Chartered Accountant
Undergraduate,Science/B.Sc,"Data Analytics,Mathematics,Statistics","Technology,Finance",Actuarial Analyst,"0 projects, 0 internships",Data Analyst
Undergraduate,Science/B.Sc,"Python,NumPy,SQL","Research,Business",Data Scientist,"0 projects, 1 internships",Data Analyst
Class 12,PCM Stream,"Problem Solving,Writing,Physics Lab,Communication,Python,Mathematics",Government Jobs,High School Physics Teacher,"1 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Law/LLB,"Leadership,Negotiation,Constitutional Law,Technical Writing,Public Speaking",Social Impact,Criminal Defense Lawyer,"2 projects, 1 internships",Corporate Lawyer
Undergraduate,Law/LLB,"Technical Writing,Law,Leadership,Negotiation,Communication","Government Jobs,Law",Patent Attorney,"1 projects, 1 internships",Corporate Lawyer
Undergraduate,Commerce/B.Com,"Data Analytics,Scrum,Economics,Financial Accounting,Time Management","Finance,Government Jobs",Unknown Career,"2 projects, 1 internships",Chartered Accountant
Undergraduate,Law/LLB,"Technical Writing,Communication,Public Speaking,Constitutional Law","Law,Social Impact",Corporate Lawyer,"0 projects, 1 internships",Corporate Lawyer
Undergraduate,Science/B.Sc,"Data Analytics,Statistics,Communication,SQL","Research,Business",Actuarial Analyst,"1 projects, 0 internships",Data Analyst
Undergraduate,Law/LLB,"Constitutional Law,Law,Technical Writing","Social Impact,Government Jobs",Patent Attorney,"2 projects, 1 internships",Corporate Lawyer
Undergraduate,Business/BBA,"SEO,Product Management,Sales,Leadership,Business Strategy,Marketing","Media,Business",Product Manager,"0 projects, 1 internships",Product Manager
Undergraduate,Computer Science,"SQL,CSS,Data Structures",AI/ML,Software Engineer,"0 projects, 1 internships",Software Engineer
Undergraduate,Law/LLB,"Law,Leadership,Technical Writing,Public Speaking",Government Jobs,Public Prosecutor,"1 projects, 0 internships",Corporate Lawyer
Undergraduate,Commerce/B.Com,"Communication,Data Analytics,Scrum",Finance,Investment Banker,"0 projects, 1 internships",Chartered Accountant
Class 12,PCM Stream,"Chemistry Lab,Communication,Python",Defence,Research Scientist,"2 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Electronics & Communication,"Figma,C++,Docker,Mathematics",Engineering,IoT Systems Architect,"2 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Computer Science,"C++,React,JavaScript,Java,SQL,Algorithms","Technology,AI/ML",Data Scientist,"2 projects, 0 internships",Software Engineer
Class 12,PCM Stream,"Writing,Communication,Python,Physics Lab,Chemistry Lab,Mathematics","Defence,Research,Government Jobs",High School Physics Teacher,"0 projects, 1 internships",Civil Servant (IAS/IPS)
Class 12,PCM Stream,"Mathematics,Writing,Python,Communication",Research,High School Physics Teacher,"0 projects, 1 internships",Civil Servant (IAS/IPS)
Class 12,PCM Stream,"Writing,Mathematics,Communication,Chemistry Lab,Python,Physics Lab",Research,Defense Officer (Army/Navy/Air Force),"1 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Law/LLB,"Law,Leadership,Communication,Public Speaking,Technical Writing,Negotiation","Social Impact,Law",Patent Attorney,"0 projects, 1 internships",Corporate Lawyer
Undergraduate,Electronics & Communication,"Data Structures,Physics Lab,Docker","Research,Technology,Engineering",VLSI Design Engineer,"0 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Commerce/B.Com,"Problem Solving,SQL,Economics,Data Analytics","Finance,Business,Government Jobs",Chartered Accountant,"1 projects, 1 internships",Chartered Accountant
Undergraduate,Science/B.Sc,"NumPy,Data Visualization,Communication,Pandas",Business,Data Analyst,"0 projects, 0 internships",Data Analyst
Undergraduate,Science/B.Sc,"Data Visualization,SQL,NumPy",Finance,Data Analyst,"1 projects, 0 internships",Data Analyst
Undergraduate,Commerce/B.Com,"Taxation,Economics,Communication,Data Analytics","Finance,Business,Government Jobs",Investment Banker,"1 projects, 1 internships",Chartered Accountant
Undergraduate,Science/B.Sc,"Python,Statistics,SQL,Data Visualization,Pandas","Research,Finance,Technology",Data Scientist,"1 projects, 1 internships",Data Analyst
Undergraduate,Law/LLB,"Leadership,Law,Public Speaking,Negotiation,Legal Writing,Communication","Law,Social Impact,Government Jobs",Patent Attorney,"1 projects, 0 internships",Corporate Lawyer
Undergraduate,Science/B.Sc,"Pandas,Python,Data Visualization,Data Analytics,Communication,Statistics","Finance,Research,Business",Actuarial Analyst,"0 projects, 0 internships",Data Analyst
Undergraduate,Business/BBA,"Communication,Project Management,Public Speaking","Business,Media,Management",Management Consultant,"1 projects, 0 internships",Product Manager
Undergraduate,Business/BBA,"Sales,Marketing,Public Speaking,Project Management,SEO","Business,Management",Marketing Manager,"1 projects, 1 internships",Product Manager
Undergraduate,Computer Science,"Git,JavaScript,HTML,Node.js",Business,DevOps Engineer,"1 projects, 0 internships",Software Engineer
Undergraduate,Electronics & Communication,"AWS,Docker,Data Structures,Figma","Technology,Engineering",Embedded Systems Engineer,"2 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Electronics & Communication,"Python,Linear Algebra,AWS,Mathematics","Technology,Engineering",IoT Systems Architect,"1 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Commerce/B.Com,"Economics,Problem Solving,Scrum,Time Management,Communication,Financial Accounting",Business,Financial Consultant,"2 projects, 0 internships",Chartered Accountant
Undergraduate,Law/LLB,"Communication,Public Speaking,Technical Writing,Constitutional Law,Leadership","Government Jobs,Social Impact",Public Prosecutor,"0 projects, 0 internships",Corporate Lawyer
Undergraduate,Computer Science,"React,SQL,JavaScript,REST APIs,CSS,C++","Technology,AI/ML",Data Scientist,"0 projects, 0 internships",Software Engineer
Undergraduate,Computer Science,"Algorithms,HTML,Node.js,Java,Data Structures,JavaScript","AI/ML,Business",Cloud Architect,"2 projects, 0 internships",Software Engineer
Undergraduate,Law/LLB,"Constitutional Law,Public Speaking,Technical Writing","Law,Government Jobs",Public Prosecutor,"2 projects, 1 internships",Corporate Lawyer
Undergraduate,Law/LLB,"Leadership,Constitutional Law,Legal Writing,Public Speaking","Government Jobs,Social Impact",Corporate Lawyer,"2 projects, 1 internships",Corporate Lawyer
Undergraduate,Business/BBA,"Business Strategy,Communication,Public Speaking,Product Management",Business,Marketing Manager,"0 projects, 0 internships",Product Manager
Class 12,PCM Stream,"Communication,Chemistry Lab,Problem Solving","Research,Government Jobs",Civil Servant (IAS/IPS),"1 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Commerce/B.Com,"SQL,Problem Solving,Economics",Finance,Financial Consultant,"2 projects, 0 internships",Chartered Accountant
Undergraduate,Business/BBA,"Marketing,SEO,Project Management,Business Strategy,Product Management","Management,Business,Media",Brand Strategist,"2 projects, 0 internships",Product Manager
Undergraduate,Business/BBA,"Public Speaking,Leadership,Communication","Media,Entrepreneurship,Management",Product Manager,"1 projects, 0 internships",Product Manager
Undergraduate,Computer Science,"Java,Node.js,Data Structures,React","Business,AI/ML,Technology",Data Scientist,"2 projects, 1 internships",Software Engineer
